,Infection_rate,Sq_Repeat,Ind_Repeat,Acc,Acc_SD,Sens,Sens_SD,Spec,Spec_SD,PPV,PPV_SD,NPV,NPV_SD,Test_consum,Test_consum_SD,Ind_consum,Ind_consum_SD,Batch_consum,Batch_consum_SD
0,0.001,3.0,3.0,0.9990802999999996,0.00030531803256620804,0.956055799304713,0.022368298431264394,0.9991240045576418,0.00030038881857467865,0.5388564612473616,0.08776753272796706,0.9999553162528578,2.311404138037327e-05,53038.73,985.9513157710713,3070.73,985.9513157710716,49968.0,0.0
0,0.01,3.0,3.0,0.9966607000000002,0.00034711001661773516,0.9544440203864089,0.009165518179869221,0.99708440042035,0.00034480807920563234,0.7672065673111894,0.02017713815657909,0.9995416360315893,9.303831387139398e-05,60833.21,1027.1286573194561,10865.21,1027.1286573194561,49968.0,0.0
0,0.03,3.0,3.0,0.9886590000000003,0.0005123475382979731,0.9536195028111719,0.006897445408597363,0.9897437963910635,0.0004990200292032756,0.7422227478082695,0.008335212695305598,0.9985513440175042,0.00022033492385580537,87098.45,1413.87441311476,37130.45,1413.87441311476,49968.0,0.0
0,0.05,3.0,3.0,0.9790612000000007,0.0006694401097977789,0.9539310988602047,0.007606216166098522,0.9803810469350044,0.0007166461173815109,0.7188523928884092,0.006119174718355425,0.9975371034553574,0.00039976322399127483,118421.28,1808.642993065142,68453.28,1808.642993065142,49968.0,0.0
0,0.1,3.0,3.0,0.9565593999999998,0.001094988418369633,0.954132097885481,0.006527562770484218,0.9568298789413349,0.0010091129945846936,0.7108066060460358,0.004812577250229207,0.9946972557221849,0.000759410623629218,192160.46,1975.288805990331,142192.46,1975.288805990331,49968.0,0.0
