,Infection_rate,Sequential_test,Stop_rule,Repeat,Prob_threshold,Acc,Acc_SD,Sens,Sens_SD,Spec,Spec_SD,PPV,PPV_SD,NPV,NPV_SD,Test_consum,Test_consum_SD,Ind_consum,Ind_consum_SD,Batch_consum,Batch_consum_SD
0,0.001,True,1,3,0.3,0.9987075000000004,0.00014129541372385123,0.8420375717262781,0.03842845614211523,0.9988657390875091,0.00014199178887771684,0.4308432614751602,0.026817146222146083,0.9998402836929156,3.704477578172491e-05,14393.2,1128.0288340751981,11535.2,1128.0288340751981,2858.0,0.0
0,0.01,True,1,3,0.3,0.9955992999999996,0.00024623325969864437,0.845339134424886,0.012819034564322354,0.9971078347964486,0.00020303929708112017,0.7459826557673523,0.01239571011917313,0.9984451892202532,0.00013904508048662203,37889.12,824.4791349939694,29555.12,824.4791349939694,8334.0,0.0
0,0.03,True,1,3,0.3,0.9910743000000002,0.0002985326234647233,0.8463528162242392,0.0073844410830791445,0.9955514755038558,0.0002457270565011186,0.8548284156656966,0.006663342136086791,0.995248135521212,0.00023031191420181828,60566.84,816.8377028071567,46280.84,816.8377028071567,14286.0,0.0
0,0.05,True,1,3,0.3,0.9867833000000001,0.0003763086391769276,0.8469717694277908,0.005919042438793042,0.9941317467092857,0.00023761900618363138,0.8835407084296892,0.004032039171864618,0.9919743667524541,0.0003314462661250459,77951.93,793.396066465437,61284.93,793.396066465437,16667.0,0.0
0,0.1,True,1,3,0.3,0.9783511000000003,0.0004991687939449795,0.846639797874958,0.004236491130018788,0.9929596371144669,0.00030002036193631183,0.9302624172886153,0.0026711614311547218,0.9831582226508706,0.0004938781648213877,98341.16,739.0062358097236,73341.16,739.0062358097236,25000.0,0.0
