,Infection_rate,Sequential_test,Stop_rule,Repeat,Prob_threshold,Acc,Acc_SD,Sens,Sens_SD,Spec,Spec_SD,PPV,PPV_SD,NPV,NPV_SD,Test_consum,Test_consum_SD,Ind_consum,Ind_consum_SD,Batch_consum,Batch_consum_SD
0,0.001,True,1,3,0.3,0.9948209999999998,0.0004229776601785223,0.7354721826902058,0.04414549747180134,0.995085084303351,0.00042078227676956676,0.13212082260549005,0.011031562268130176,0.999729368967665,5.3194350906614305e-05,19140.66,1176.388629010263,16508.66,1176.388629010263,2632.0,0.0
0,0.01,True,1,3,0.3,0.9877068999999996,0.0004655955130992824,0.7376716966709442,0.01411587125984956,0.9902211528343817,0.0004569311975348392,0.43153797703660707,0.009214261990000451,0.9973430678610883,0.0001545052874638325,40726.18,992.416980015065,33033.18,992.416980015065,7693.0,0.0
0,0.03,True,1,3,0.3,0.9778416999999997,0.0005176423924531757,0.7373797247171241,0.008326521948705106,0.9852856086923109,0.0004780371389466138,0.6081262323663469,0.006533616360759173,0.991816093813238,0.0002773784917930933,63014.72,983.7490346792333,50514.72,983.7490346792333,12500.0,0.0
0,0.05,True,1,3,0.3,0.9709661999999999,0.000650901131377321,0.7380843940282343,0.006991777668673186,0.9832137083236019,0.0004877047139795224,0.6981257995010417,0.0061295291515581956,0.9861838738220092,0.0004214206046266681,74768.64,815.0662924020971,58101.64,815.0662924020971,16667.0,0.0
0,0.1,True,1,3,0.3,0.9521182,0.000807635756484021,0.7379359090965903,0.0053545034686175155,0.9758777487401048,0.0005822651264096489,0.7723976121136996,0.004511656444369174,0.971072084682398,0.0006741707669921679,102424.16,776.3194141120475,82424.16,776.3194141120475,20000.0,0.0
