,Infection_rate,Sq_Repeat,Ind_Repeat,Acc,Acc_SD,Sens,Sens_SD,Spec,Spec_SD,PPV,PPV_SD,NPV,NPV_SD,Test_consum,Test_consum_SD,Ind_consum,Ind_consum_SD,Batch_consum,Batch_consum_SD
0,0.001,3.0,3.0,0.9999247999999998,4.0688022211893567e-05,0.9906634726953645,0.010553388178001872,0.999934232266705,3.930901569213093e-05,0.9402006305457021,0.03323188845981588,0.9999904898039518,1.0683277565741968e-05,50726.63,342.30406634801153,758.63,342.30406634801136,49968.0,0.0
0,0.01,3.0,3.0,0.9993923999999994,0.00010328072952351896,0.9897479134839273,0.004779561656134272,0.9994891202775983,8.85704273918594e-05,0.9511319932663322,0.007700450328941096,0.9998971380217864,4.826377931651413e-05,56201.27,549.6419193392636,6233.27,549.6419193392636,49968.0,0.0
0,0.03,3.0,3.0,0.9970102999999998,0.00021426621315786388,0.9904519518837865,0.003141191227910848,0.9972136444707883,0.00020386436905551537,0.9167897629664228,0.005312984604539013,0.9997032688383455,9.826540949782255e-05,80478.49,970.5042477230506,30510.49,970.5042477230509,49968.0,0.0
0,0.05,3.0,3.0,0.9938871999999997,0.0003157805144927924,0.9901440460206685,0.0031239152463947433,0.9940840723955736,0.0002987906619553541,0.8980298160403187,0.004145503483594402,0.9994786943537668,0.00016493222647629823,112176.79,1458.3159811608355,62208.79,1458.3159811608355,49968.0,0.0
0,0.1,3.0,3.0,0.9862598,0.0004865773683121105,0.9904742202494866,0.002866768045165053,0.9857912540312909,0.0004986483397809621,0.8856761703213465,0.0031892013222959087,0.9989275622454515,0.0003221118961770078,190263.29,1950.6590251046493,140295.29,1950.6590251046493,49968.0,0.0
